Age,Gender,self_employed,family_history,treatment,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,year,work_treatment_interfere,work_no_treatment_interfere,Continent
35,f,No,Yes,1,6-25,Never,0.0,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,No,1.0,2016,Rarely,Often,North America
29,m,No,Yes,1,More than 1000,Always,1.0,Yes,Not sure,Yes,Yes,Don't know,Neither easy nor difficult,Maybe,Maybe,No,No,No,Yes,Don't know,0.0,2016,Often,Often,North America
28,m,No,Yes,0,100-500,Never,1.0,Yes,Not sure,No,Don't know,Yes,Don't know,Maybe,Maybe,No,Maybe,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
27,m,No,I don't know,1,26-100,Sometimes,0.0,No,Yes,No,Don't know,Yes,Very easy,No,No,No,Yes,No,No,Yes,0.0,2016,Rarely,Often,Europe
39,m,Yes,No,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
28,m,No,No,0,100-500,Sometimes,1.0,Yes,Not sure,No,Don't know,Don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Maybe,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
46,m,No,Yes,0,6-25,Sometimes,0.0,Don't know,No,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,0.0,2016,Not applicable to me,Not applicable to me,North America
40,m,No,No,1,1-5,Sometimes,1.0,No,No,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
37,m,No,Yes,0,26-100,Always,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,0.0,2016,Not applicable to me,Sometimes,North America
41,m,No,Yes,0,26-100,Sometimes,1.0,No,Not sure,No,No,Don't know,Very easy,No,No,Maybe,Yes,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
19,m,Yes,I don't know,0,1-5,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
38,f,No,No,0,6-25,Never,1.0,Don't know,Not sure,No,No,No,Somewhat easy,No,No,Yes,Maybe,Maybe,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
33,m,No,No,0,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,No,No,Yes,No,0.0,2016,Not applicable to me,Not applicable to me,North America
33,m,No,Yes,1,26-100,Always,1.0,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,0.0,2016,Rarely,Sometimes,North America
21,m,No,No,0,1-5,Never,1.0,Yes,Yes,No,Don't know,Yes,Don't know,No,No,Maybe,Yes,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
36,m,No,Yes,0,1-5,Never,1.0,No,No,No,No,Don't know,Very difficult,Maybe,Maybe,No,No,No,No,Don't know,1.0,2016,Often,Often,South America
39,m,Yes,Yes,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Never,Sometimes,North America
35,m,No,No,0,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
36,m,Yes,Yes,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Rarely,Sometimes,Europe
45,m,No,No,0,6-25,Never,1.0,Yes,No,No,Don't know,Don't know,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,Maybe,No,0.0,2016,Not applicable to me,Not applicable to me,North America
41,m,No,No,0,26-100,Never,1.0,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,No,0.0,2016,Not applicable to me,Rarely,North America
35,m,No,I don't know,1,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,0.0,2016,Sometimes,Often,Europe
30,m,Yes,I don't know,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Don't know,0.0,2016,Sometimes,Often,North America
24,f,No,Yes,1,26-100,Sometimes,1.0,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No,Yes,0.0,2016,Sometimes,Often,North America
33,m,No,I don't know,1,100-500,Never,0.0,No,Not sure,No,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,0.0,2016,Never,Sometimes,South America
35,m,No,Yes,1,More than 1000,Sometimes,1.0,Yes,Yes,Don't know,Yes,Don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Rarely,Often,North America
26,m,No,No,0,6-25,Sometimes,1.0,No,Not sure,Yes,Don't know,Don't know,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Yes,Yes,0.0,2016,Rarely,Sometimes,Europe
29,f,No,No,1,6-25,Sometimes,0.0,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Maybe,Don't know,0.0,2016,Sometimes,Often,North America
26,m,No,Yes,1,100-500,Sometimes,1.0,Yes,Not sure,No,Don't know,Don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,Don't know,0.0,2016,Rarely,Often,North America
36,f,No,No,0,26-100,Always,1.0,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,No,Maybe,Maybe,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
46,m,No,I don't know,0,26-100,Sometimes,1.0,Don't know,Not sure,Yes,Don't know,Yes,Don't know,No,No,No,No,Maybe,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
39,m,Yes,Yes,0,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
28,f,No,Yes,1,100-500,Sometimes,1.0,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,No,0.0,2016,Sometimes,Often,North America
40,m,No,No,0,500-1000,Sometimes,1.0,Yes,No,Don't know,Don't know,Don't know,Neither easy nor difficult,Maybe,No,No,No,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
23,m,No,I don't know,1,100-500,Sometimes,1.0,Don't know,No,No,No,Don't know,Don't know,Yes,No,Maybe,Yes,No,Maybe,No,0.0,2016,Often,Often,North America
30,m,No,Yes,0,6-25,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
28,f,No,Yes,0,26-100,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,No,No,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
27,m,No,I don't know,0,26-100,Never,1.0,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,No,1.0,2016,Not applicable to me,Sometimes,Europe
31,m,Yes,No,1,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Often,Often,North America
39,f,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,No,Maybe,Maybe,No,0.0,2016,Sometimes,Sometimes,North America
34,f,No,Yes,1,More than 1000,Always,1.0,Yes,Yes,No,Yes,Yes,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,0.0,2016,Sometimes,Sometimes,North America
30,m,No,No,1,6-25,Sometimes,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,0.0,2016,Rarely,Often,North America
30,m,Yes,I don't know,1,1-5,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Don't know,0.0,2016,Rarely,Often,Europe
31,m,No,No,0,100-500,Sometimes,0.0,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
30,m,No,Yes,1,26-100,Always,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,0.0,2016,Sometimes,Often,North America
32,m,No,Yes,0,More than 1000,Sometimes,1.0,Yes,Not sure,No,Don't know,Don't know,Somewhat difficult,Yes,No,No,No,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
22,m,Yes,Yes,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Never,Sometimes,Europe
37,f,Yes,Yes,0,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,Don't know,0.0,2016,Sometimes,Often,Europe
51,m,No,No,0,26-100,Sometimes,0.0,Yes,Yes,No,Yes,Yes,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
26,m,No,Yes,1,26-100,Sometimes,0.0,Don't know,No,No,No,Don't know,Don't know,No,No,Maybe,Yes,Maybe,Maybe,Don't know,0.0,2016,Rarely,Often,North America
41,f,No,Yes,1,26-100,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Yes,0.0,2016,Never,Often,North America
39,f,No,Yes,1,100-500,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Never,Often,North America
43,m,No,Yes,1,6-25,Sometimes,1.0,Yes,No,No,No,No,Neither easy nor difficult,Maybe,No,No,No,No,No,Don't know,0.0,2016,Rarely,Sometimes,North America
30,m,No,Yes,0,500-1000,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2016,Rarely,Rarely,Europe
24,f,No,I don't know,0,26-100,Sometimes,1.0,Yes,Yes,Yes,Don't know,Don't know,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
30,m,Yes,No,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
28,f,No,Yes,1,26-100,Sometimes,0.0,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,Maybe,Don't know,0.0,2016,Rarely,Often,Europe
48,f,Yes,I don't know,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Rarely,Sometimes,North America
55,f,Yes,Yes,1,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Sometimes,Often,North America
36,f,No,I don't know,1,1-5,Sometimes,0.0,Don't know,No,Yes,No,Don't know,Very difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,0.0,2016,Not applicable to me,Often,North America
38,m,Yes,No,0,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
34,m,No,No,0,100-500,Sometimes,1.0,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Yes,Yes,Maybe,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
44,f,No,No,0,26-100,Sometimes,1.0,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,Maybe,No,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
45,m,No,I don't know,1,More than 1000,Sometimes,0.0,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Maybe,Maybe,No,Maybe,No,No,Don't know,0.0,2016,Rarely,Sometimes,North America
45,m,No,I don't know,1,6-25,Sometimes,1.0,Yes,No,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,Maybe,No,0.0,2016,Rarely,Often,North America
30,m,No,Yes,1,500-1000,Sometimes,1.0,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,Yes,No,0.0,2016,Never,Sometimes,North America
34,m,No,I don't know,1,More than 1000,Sometimes,0.0,Yes,No,No,Yes,Yes,Don't know,Maybe,No,Maybe,Yes,No,No,Don't know,0.0,2016,Rarely,Rarely,North America
37,m,No,Yes,0,More than 1000,Sometimes,1.0,Don't know,No,Yes,Don't know,Don't know,Neither easy nor difficult,No,No,Maybe,Yes,No,No,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
38,m,No,No,0,More than 1000,Sometimes,0.0,Yes,Not sure,No,Don't know,Yes,Don't know,Maybe,No,No,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
31,m,No,No,1,26-100,Sometimes,1.0,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,Maybe,No,Maybe,Yes,0.0,2016,Rarely,Sometimes,North America
33,m,No,No,0,26-100,Always,1.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
29,f,No,I don't know,1,100-500,Sometimes,1.0,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,0.0,2016,Rarely,Sometimes,North America
35,m,No,Yes,1,100-500,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,0.0,2016,Rarely,Sometimes,North America
42,other,No,Yes,1,1-5,Always,1.0,No,Yes,No,No,No,Very difficult,Maybe,Maybe,No,No,No,No,Don't know,0.0,2016,Sometimes,Often,North America
26,f,No,I don't know,0,26-100,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
36,f,No,Yes,1,500-1000,Always,1.0,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,0.0,2016,Sometimes,Sometimes,North America
21,m,No,Yes,1,26-100,Never,1.0,Don't know,Not sure,Don't know,No,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Sometimes,Sometimes,Europe
34,f,No,I don't know,1,26-100,Sometimes,1.0,Yes,Not sure,No,No,No,Somewhat easy,Maybe,No,No,Yes,No,Yes,Yes,0.0,2016,Rarely,Often,North America
40,m,Yes,I don't know,0,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
35,m,No,No,1,26-100,Sometimes,1.0,Yes,No,No,No,Don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,1.0,2016,Rarely,Often,North America
44,m,No,No,1,6-25,Sometimes,1.0,Yes,Yes,No,Don't know,No,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,0.0,2016,Never,Often,North America
35,other,No,Yes,0,6-25,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2016,Sometimes,Sometimes,North America
45,m,No,No,0,More than 1000,Sometimes,1.0,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,1.0,2016,Not applicable to me,Not applicable to me,North America
42,m,No,No,1,More than 1000,Sometimes,0.0,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,0.0,2016,Never,Sometimes,North America
40,m,Yes,I don't know,0,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Rarely,Sometimes,North America
50,f,Yes,No,1,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Sometimes,Often,North America
36,m,No,Yes,1,100-500,Always,1.0,Yes,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Sometimes,North America
31,f,Yes,Yes,1,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Sometimes,Often,North America
29,m,No,I don't know,0,26-100,Always,1.0,Don't know,No,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
37,m,No,No,0,100-500,Never,1.0,Yes,No,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
31,m,No,I don't know,1,26-100,Sometimes,1.0,No,Not sure,No,Don't know,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,Don't know,0.0,2016,Sometimes,Often,North America
42,m,No,No,0,More than 1000,Always,0.0,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,0.0,2016,Not applicable to me,Not applicable to me,North America
25,m,No,No,0,500-1000,Sometimes,1.0,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,Maybe,No,No,No,No,No,0.0,2016,Not applicable to me,Not applicable to me,North America
27,m,No,Yes,1,6-25,Sometimes,1.0,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,No,Yes,Yes,0.0,2016,Sometimes,Often,North America
41,f,No,No,1,More than 1000,Never,0.0,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,Yes,0.0,2016,Sometimes,Often,North America
41,f,No,No,0,100-500,Sometimes,1.0,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,Maybe,No,No,Yes,Don't know,0.0,2016,Rarely,Often,North America
55,f,No,I don't know,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Maybe,No,No,No,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
21,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,No,0.0,2016,Not applicable to me,Not applicable to me,North America
37,m,No,No,0,More than 1000,Never,0.0,Don't know,Not sure,Yes,No,Don't know,Very easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
34,f,No,No,0,More than 1000,Sometimes,0.0,Don't know,No,No,Don't know,Yes,Very easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
40,m,No,I don't know,0,More than 1000,Never,0.0,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,0.0,2016,Not applicable to me,Sometimes,Europe
25,m,Yes,I don't know,0,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Don't know,0.0,2016,Sometimes,Often,Europe
36,m,No,No,0,More than 1000,Sometimes,0.0,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,Don't know,0.0,2016,Not applicable to me,Sometimes,Europe
25,m,No,No,0,26-100,Never,1.0,No,Not sure,No,No,No,Somewhat easy,Maybe,Maybe,Yes,Maybe,No,Maybe,No,0.0,2016,Sometimes,Sometimes,Europe
35,m,No,No,0,100-500,Always,1.0,Don't know,Not sure,No,Don't know,Don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
37,m,No,I don't know,1,6-25,Always,1.0,No,Not sure,No,No,Don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
45,m,No,I don't know,0,More than 1000,Sometimes,0.0,Yes,No,No,Yes,Don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,No,No,0.0,2016,Not applicable to me,Sometimes,North America
26,m,No,Yes,1,6-25,Never,1.0,No,Not sure,No,No,No,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,No,No,No,0.0,2016,Sometimes,Often,North America
23,m,No,No,0,26-100,Sometimes,1.0,Yes,Not sure,No,Don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,North America
22,f,No,Yes,1,26-100,Sometimes,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,0.0,2016,Sometimes,Often,North America
46,f,No,Yes,1,26-100,Always,1.0,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Maybe,Maybe,No,No,Don't know,0.0,2016,Rarely,Often,North America
31,m,No,No,0,6-25,Sometimes,1.0,No,Not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
27,m,No,Yes,1,100-500,Always,1.0,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,0.0,2016,Sometimes,Often,North America
37,m,No,I don't know,0,6-25,Sometimes,1.0,No,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
37,m,No,No,0,100-500,Never,1.0,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Maybe,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
26,other,No,No,1,1-5,Sometimes,1.0,Not eligible for coverage / N/A,Not sure,Yes,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,0.0,2016,Never,Often,Europe
23,m,No,Yes,1,500-1000,Never,1.0,No,No,No,No,Yes,Very easy,No,No,Maybe,Yes,No,No,Don't know,0.0,2016,Rarely,Sometimes,Europe
40,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,0.0,2016,Rarely,Often,North America
29,m,No,No,0,1-5,Sometimes,1.0,No,No,No,No,No,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,No,0.0,2016,Not applicable to me,Not applicable to me,Europe
37,m,No,I don't know,1,100-500,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2016,Sometimes,Often,North America
34,f,No,Yes,1,100-500,Never,1.0,Yes,Yes,Don't know,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,0.0,2016,Not applicable to me,Not applicable to me,North America
40,m,No,No,1,More than 1000,Sometimes,1.0,Yes,No,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2016,Rarely,Often,North America
39,m,No,No,1,500-1000,Sometimes,1.0,Yes,No,No,Don't know,Don't know,Very easy,Maybe,No,Maybe,Maybe,No,Yes,Don't know,0.0,2016,Never,Sometimes,North America
28,m,No,Yes,1,500-1000,Always,1.0,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,0.0,2016,Rarely,Sometimes,North America
28,m,Yes,No,0,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
27,m,No,Yes,0,26-100,Sometimes,1.0,No,No,No,No,Don't know,Neither easy nor difficult,No,No,No,No,No,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
48,m,Yes,No,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
49,f,No,No,1,More than 1000,Sometimes,1.0,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,0.0,2016,Sometimes,Often,North America
35,m,No,I don't know,1,26-100,Never,1.0,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Yes,No,0.0,2016,Sometimes,Often,Europe
35,m,No,Yes,1,100-500,Sometimes,1.0,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,Don't know,0.0,2016,Sometimes,Often,Europe
38,m,Yes,Yes,1,1-5,Always,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Don't know,0.0,2016,Often,Often,Europe
32,m,No,Yes,1,500-1000,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,Yes,Yes,0.0,2016,Rarely,Often,North America
42,m,No,Yes,1,More than 1000,Sometimes,1.0,Yes,Yes,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,0.0,2016,Sometimes,Often,North America
33,f,No,Yes,1,100-500,Always,1.0,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,Maybe,Yes,0.0,2016,Sometimes,Often,North America
35,m,No,No,0,26-100,Always,1.0,Don't know,Not sure,No,Don't know,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2016,Not applicable to me,Not applicable to me,Europe
24,m,No,No,0,500-1000,Sometimes,1.0,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,0.0,2016,Not applicable to me,Not applicable to me,Europe
29,f,No,Yes,1,500-1000,Sometimes,1.0,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,No,1.0,2016,Sometimes,Sometimes,North America
29,m,No,No,1,100-500,Always,1.0,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,Yes,Yes,0.0,2016,Sometimes,Sometimes,North America
